episode,big_cpu_freq,little_cpu_freq,big_util,little_util,ipc,cache_miss,fps,action,loss,reward
1892,710400,576000,0.000000, 2.516667, 0.468750, 0.016667, 26,0, 0.0033754014875739813,0.9114796459399551
1893,710400,576000,0.200000, 2.266667, 0.331492, 0.061111, 25,0, 0.00140326505061239,0.8714796459399551
1894,710400,576000,0.000000, 1.933333, 0.474934, 0.016667, 25,0, 0.001974527956917882,0.8714796459399551
1895,710400,844800,0.250000, 2.500000, 0.469974, 0.016667, 25,24, 0.001734132063575089,0.8606221250190428
1896,710400,672000,0.000000, 2.566667, 0.468750, 0.016667, 25,16, 0.002036561258137226,0.8683000860773256
1897,710400,672000,0.200000, 2.300000, 0.418605, 0.016667, 25,16, 0.0006762610282748938,0.8683000860773256
1898,710400,672000,0.200000, 1.700000, 0.477454, 0.011111, 25,16, 0.0011377749033272266,0.8683000860773256
1899,710400,672000,0.366667, 2.200000, 0.476190, 0.022222, 25,16, 0.002648734487593174,0.8683000860773256
1900,710400,672000,0.166667, 3.100000, 0.490463, 0.011111, 25,16, 0.0010560855735093355,0.8683000860773256
1901,710400,672000,0.800000, 3.314286, 0.489130, 0.011111, 25,16, 0.0016242432175204158,0.8683000860773256
1902,710400,576000,0.250000, 2.500000, 0.500000, 0.022222, 26,0, 0.0011089843465015292,0.9114796459399551
1903,710400,576000,0.250000, 1.600000, 0.493151, 0.011111, 26,8, 0.0010355775011703372,0.9114796459399551
1904,710400,576000,0.000000, 2.350000, 0.462725, 0.011111, 26,0, 0.0025700554251670837,0.9114796459399551
1905,710400,576000,0.250000, 3.100000, 0.441176, 0.011111, 26,0, 0.0018302967073395848,0.9114796459399551
1906,710400,576000,0.200000, 2.850000, 0.454545, 0.016667, 26,8, 0.0014026263961568475,0.9114796459399551
1907,710400,576000,0.200000, 2.100000, 0.469974, 0.016667, 26,8, 0.0016292922664433718,0.9114796459399551
